title,snippet,link
BAE Systems DataBridgeTM,"Huawei, Cisco, Oracle, Mitel, Nokia, Ericsson, ZTE, BroadWorks, Samsung, 
Juniper, Genband, CASA, ... CSPs who operate under government licences, with 
LI.",https://www.baesystems.com/en/cybersecurity/download-csai/resource/uploadFile/1434557450519
"Axis Communications, National Defense Authorization Act (NDAA ...","... National Defense Authorization Act (NDAA) for Fiscal Year 2019 was signed ... 
The NDAA ban includes telecommunications equipment produced by Huawei ...",https://www.axis.com/en-us/national-defense-authorization-act-compliance
National Defense Authorization Act (NDAA) Compliance,"... National Defense Authorization Act (NDAA) for Fiscal Year 2019 was signed ... 
The NDAA ban includes telecommunications equipment produced by Huawei ...",https://www.axis.com/th-th/national-defense-authorization-act-compliance
"Axis Communications, National Defense Authorization Act (NDAA ...","The 2019 National Defense Authorization Act was signed into law on August 13, 
2018 ... The ban includes telecommunications equipment produced by Huawei ...",https://www.axis.com/pt-br/national-defense-authorization-act-compliance
DH Partner App Global Promotion Plan - Terms and Conditions,"Aug 27, 2020 ... 30 eligible entrants will be selected as winners in total and each can earn a 
HUAWEI Watch GT2 or a. MI Electric Scooter or a reasonable ...",https://www.dahuasecurity.com/asset/upload/uploads/file/20200827/20200827164838_32245.pdf
1162743583.Dahua HDCVI AI DVR_User's Manual_V1.0.6,"Jun 9, 2020 ... Operate the device within the rated range of power input and output. ○ ... China 
Unicom 3G: ZTE MF667S, HUAWEI E353U-1. ○.",https://www.dahuasecurity.com/asset/upload/uploads/soft/20200609/1162743583.Dahua-HDCVI-AI-DVR_Users-Manual_V1.0.621.pdf
User's Manual,"Jul 5, 2018 ... could void the user's authority to operate the equipment. FCC conditions: This 
device ... China Unicom 3G: ZTE MF667S, HUAWEI E353U-1. ○.",https://www.dahuasecurity.com/asset/upload/product/20180705/Dahua-HDCVI-DVR-Users-Manual-V4_0_0-20180605_pdf.pdf
DIGITAL VIDEO RECORDER,"Operate the device within the rated range of power input and output. ○. Do not 
dissemble the Device. ... China Unicom 3G: ZTE MF667S, HUAWEI E353U-1. ○.",https://us.dahuasecurity.com/wp-content/uploads/2019/10/Dahua-HDCVI-DVR_Users-Manual_V1.3.0.pdf
Corporate News,"Aug 2, 2019 ... Nowadays, cameras often work with various types of sensors that ... 
manufacturing industries, like HUAWEI, Alibaba, Sensetime, Megvii, etc.",https://www.dahuasecurity.com/newsEvents/pressRelease/2787
Actievoorwaarden Dahua Benelux Christmas Promotion APP,"19 nov 2020 ... De Algemene Voorwaarden gelden voor de Dahua Partner App ... Speciale prijs 
1x: Macbook Air; Eerste prijs 6x: Huawei P30; Tweede prijs 5x: ...",https://www.dahuasecurity.com/asset/upload/uploads/file/20201119/20201119234215_59411.docx
AI DIGITAL VIDEO RECORDER,"May 20, 2019 ... could void the user's authority to operate the equipment. FCC conditions: This 
device ... China Unicom 3G: ZTE MF667S, HUAWEI E353U-1. ○.",https://www.dahuasecurity.com/asset/upload/uploads/soft/20190520/Dahua-HDCVI-AI-DVR_Users-Manual_V1.0.21.pdf
Mobile industry works together to deliver complete 5G system ...,"Jun 14, 2018 ... Huawei. Yang Chaobin, president of Huawei 5G product line, said: ""With the 
development of 5G NR standardization, We are pleased to ...",https://www.nec.com/en/press/201806/global_20180614_04.html
Rostelecom Demonstrates Russia's First Multivendor Transport SDN ...,"Sep 4, 2017 ... ""Together with equipment vendors Huawei, NEC/Netcracker and Nokia, 
Rostelecom proves transport SDN's ability to reduce costs and improve ...",https://www.nec.com/en/press/201709/global_20170904_02.html
SAFER CITIES SMARTER LIVES,"together to empower city planners, so they can protect citizens and enhance ... 
technology company Huawei to incorporate mobile payments into Huawei's ...",https://www.nec.com/en/global/solutions/safety/pdf/NEC_Omnibus_ewhitepaper_Final.pdf
IT Network Infrastructure Solution: Networking Solution | NEC,"We offers a wide range of consulting, design, and implementation services as 
well as products with partnership from industry leaders, such as Huawei-3Com, ...",https://hk.nec.com/en_HK/solutions/bysolutions/networking_solutions/it_networking_infrastructure_solutions.html
"January 30, 2019 Earnings Presentation Q&A for Q3, the Fiscal Year ...","Jan 30, 2019 ... This means that operating profit was around ¥10.0 billion above ... Q. Will the 
recent news about Huawei have a positive impact on NEC's ...",https://www.nec.com/en/global/ir/pdf/library/190130/190130_02.pdf
biometrics,"payments powerhouse Alipay has entered into a partnership with technology 
company Huawei to incorporate mobile payments into. Huawei's upcoming ...",https://cl.nec.com/es_CL/safety/pdf/wp_biometrics.pdf
SDN AND ITS USE-CASES- NV AND NFV A State-of-the-Art Survey ...,"2008-09, the OpenFlow group at Stanford (in partnership with ... Huawei. 
Switching Platforms, Service provisioning and orchestration. Juniper. Switching ...",https://in.nec.com/en_IN/pdf/NTI_whitepaper_SDN_NFV.pdf
The end of China's ”savage growth” as seen from the 996 problem ...,"Jun 11, 2019 ... Chinese labor laws actually prohibit more than 8 hours of work per day and more 
... 1 search engine), smartphone makers Huawei and Xiaomi, ...",https://wisdom.nec.com/en/business/2019061201/index.html
Genesys Inbound Voice,"Genesys Inbound Voice manages all incoming calls. (traditional circuit-switched 
... Huawei. Matra. Mitel. NEC Siemens. Tadiran. Teltronics. Tenovis. IP Switches.",https://th.nec.com/en_TH/download/brochure/genesys_inbound_voice.pdf
NEC Vision 2017 Case Studies and Highlights,"the perspective of society, as a partner who is trusted to the fullest. This booklet ... 
ranking our solution ahead of Cisco, Ericsson, Huawei, Nokia and Oracle.",https://www.nec.com/en/global/about/pdf/vision2017w_en.pdf
ZTE in collaboration with the mobile industry proudly celebrates the ...,"Dec 21, 2017 ... Huawei will keep working with global partners to bring 5G into the period of large
-scale global commercial deployment from 2018.” Intel.",https://www.zte.com.cn/global/topics/mwc2018/newsdetail.aspx-id=122268613.html
Service Delivery Platform Developments in China - ztetechnologies,"Feb 25, 2010 ... ZTE gained the largest market share, followed by Huawei. After a year of network 
construction, China Telecom completed SDP deployments in all ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2010/2/en_463/180775.html
ZTE targets global top three status by 2015 Media Coverage ZTE ...,"Its ambitions to become a top three manufacturer echo those of Huawei. ZTE 
recently unveiled a partnership with distributor Brightpoint to bring its ownbrand ...",https://www.zte.com.cn/global/topics/mwc2018/newsdetail.aspx-id=119909161.html
Mobile Network Manufacturers' Market Share in China ...,"Dec 22, 2009 ... Combining the previous tenders, ZTE has 34.9% market share with 226,000 
TRXs, followed by TD Tech (a joint venture of Huawei and ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2009/11/en_445/178919.html
P020130414667427851218.pdf,"Apr 17, 2013 ... Shenzhen Zhonghe Chunsheng Partnership Private Equity Fund I ... Huawei's 
litigation, ZTE Hungary filed an application to the Patent Bureau ...",https://www.zte.com.cn/mi_imgs/global/investor_relations/395164/P020130414667427851218.pdf
LTE TDD: A New Source of Profit Growth - ztetechnologies,"Feb 16, 2009 ... Besides, ZTE, Ericsson, Nokia-Siemens, Alcatel-Lucent and Huawei also 
announced their willingness to support that LTE FDD and TDD are ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2009/2/en_389/170828.html
Next One: ZTE Wins Mobile Network Contract from Sotelco Ltd,"May 5, 2014 ... ZTE's solutions will displace Huawei equipment in hundreds of sites, ... ""We are 
excited to set up the strategic partnership with Sotelco,” said ...",https://www.zte.com.cn/global/about/news/423537.html
Annual Report 2 0 13 Annual Report,"Mar 27, 2014 ... structure announced by PICMG (PCI Industrial Computer ... ZTE Deutschland and 
Huawei each filed an appeal to the High Court of Karlsruher, ...",https://www.zte.com.cn/mi_imgs/global/investor_relations/422242/P020140408609898966782.pdf
Ethio Telecom Built an End-to-End Network O&M Management ...,"Nov 20, 2015 ... To achieve this goal, ET selected ZTE, Ericsson, and Huawei to ... Ethio Telecom 
(ET) is operating a full portfolio of wireless, fixed-line and ISP ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2015/6/en_669/446034.html
Market Share Alert: 3Q11 Global ON - ztetechnologies,"Mar 28, 2012 ... Number one Huawei increased its share lead over number two ... ECI announced 
a new OTN-capable series, the Apollo OMLT family, just after ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2012/2/en_591/298132.html
How to Install App from Hikvision App Store You can install App from ...,"Go to Settings -> More in the phone operating system. Go to Security -> Device ... 
Here we take Huawei phone as an example. The path of different Android ...",https://appstore.hikvision.com/static/help/index.html
Hikvision 2017 Annual Report,"Apr 21, 2018 ... Innovative Co-investment Partnership Hangzhou Hikvision Equity ... committee, 
and vice chairman of Huawei Technologies Co., Ltd. (华为技术 ...",https://www.hikvision.com/content/dam/hikvision/en/brochures/hikvision-financial-report/Hikvision%202017%20Annual%20Report.pdf
Multicast Configuration Commands,"function, and then see the interaction between the multicast protocol and 
mrouting. ... At present, Huawei only supports the global domain and the private.",https://www.hikvision.com/content/dam/hikvision/en/support/download/firmware/transmission-&-display/04-network-switch/full-managed/command/gigabit/47-Multicast%20Configuration%20Commands.pdf
Integration List,"Use the filters below to quickly see if and how your Hikvision product is supported 
by our partner companies. Search. Show advanced filters ...",https://tpp.hikvision.com/tpp/Integration
Hikvision 2019 Annual Report,"Apr 25, 2020 ... Hangzhou Hikvision Equity Investment Partnership (Limited Partnership) ... 
committee, and vice chairman of Huawei Technologies Co., Ltd.",https://www.hikvision.com/content/dam/hikvision/es/newsroom/Hikvision-2019-Annual-Report.pdf
Portable Device Assistant,"3.4.5 Connect to Platform . ... When the device is being charged, you can operate 
it normally. Portable Device Assistant User ... Mail-400MP. HUAWEI Honor 6.",https://www.hikvision.com/content/dam/hikvision/products/S000000001/S000000169/S000000182/S000000183/OFR000252/M000014869/User_Manual/UD16004B_Portable-Device-Assistant_User-Manual_V5.0.3_20190823.PDF
Hikvision 2016 Annual Report,"Apr 14, 2017 ... Hangzhou Hikvision Equity Investment Partnership (Limited ... vice chairman of 
Huawei technologies co., LTD (华为技术有限公司) from July.",https://www.hikvision.com/content/dam/hikvision/en/brochures/hikvision-financial-report/Hikvision%202016%20Annual%20Report.pdf
Hikvision 2018 Annual Report,"Apr 20, 2019 ... Innovative Co-investment Partnership Hangzhou Hikvision Equity ... committee, 
and vice chairman of Huawei Technologies Co., Ltd. (华为技术 ...",https://www.hikvision.com/content/dam/hikvision/en/brochures/hikvision-financial-report/Hikvision%202018%20Annual%20Report.pdf
Probe for Huawei U2000 3GPP (CORBA),"Huawei U2000 3GPP provides operators with a centralized, mobile network 
operation and maintenance (O&M) platform. The device is used for the 
management ...",https://www.ibm.com/support/knowledgecenter/SSSHTQ/omnibus/probes/huawei_u2000_3gpp/wip/concept/hum2co_intro.html
IBM Tivoli Netcool/OMNIbus Probe for Huawei U2000 3GPP (CORBA),"For probes supported on UNIX, Linux, and Windows operating systems, probe 
guides use the standard. UNIX conventions for specifying environment variables
 ...",https://www.ibm.com/support/knowledgecenter/SSSHTQ/hum2co-pdf.pdf
I have downloaded the spss on my android tablet but it says can't ...,"I am sorry but SPSS is not supported on Huawei Tablets with Android based 
operating systems.You need a computer with either a Microsoft Windows 
operating ...",https://www.ibm.com/mysupport/s/question/0D50z00006PFsXr/i-have-downloaded-the-spss-on-my-android-tablet-but-it-says-cant-open-the-file?
ITIC 2019 Global Reliability Survey Mid-Year Update,"IBM Z, Power Systems, Lenovo x86 and Huawei KunLun hardware deliver ... 
Cisco, Hewlett-Packard Enterprise (HPE) and Huawei server platforms were 
close ...",https://www.ibm.com/downloads/cas/DV0XZV6R
